text,label,source
carlos is taking his sweet time as usual so let me know when you and patty are done want to smoke and i ll tell him to haul ass,legitimate,UCI_SMS
private your 2003 account statement for shows 800 un redeemed s i m points call 08718738001 identifier code 49557 expires 26 11 04,phishing,UCI_SMS
whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though,legitimate,UCI_SMS
k then any other special,legitimate,UCI_SMS
sounds gd haha can wah u yan jiu so fast liao,legitimate,UCI_SMS
i ll text carlos and let you know hang on,legitimate,UCI_SMS
saturday was fun it was nice i think for all of us to go to the shower together that was a nice group of women and fun cara did tell me about the scrapbook idea and i think that it sounds good tell me what i can do to help you but i am probably shorter on time than anything but if i can get you get addresses or whatever let me know payment plan sounds fine i am not worried about the timing on that so don t start this until you feel that it makes sense for you and your family with the viviance thing you may prefer to defer the start of this until a little more certainty is on the horizon i can t think of a better place for the money to be invested than in you and your family austin would be fun but i am glad that houston is a reasonable distance for a day or weekend trip not quite the same as being in town though maybe someday we will be there sally cindy white cwhite viviance com on 02 26 2001 01 42 09 pm to sister sally sally beck enron com cc subject stuff hey it was so fun being with you on saturday it is always nice when someone else spills it is usually me actually do wish you were closer although i am grateful that you are no further than houston what did you think of the scrapbook idea for mom and dad that is something that i could do that would involve labor will not be able to make a huge contribution wise if cara did not pass on the scrapbook idea to you let me know also setup an automatic payment each month to begin to pay you back it is a fairly paltry sum 35 at this point but wanted to at least get started hopefully will be able to increase it at some soon in the future cindy,legitimate,enron
bloomberg message center 447797706009 why wait apply for your future bloomberg com,phishing,UCI_SMS
private your 2003 account statement for 07815296484 shows 800 un redeemed s i m points call 08718738001 identifier code 41782 expires 18 11 04,phishing,UCI_SMS
ur cash balance is currently 500 pounds to maximize ur cash in now send go to 86688 only 150p msg cc 08718720201 hg suite342 2lands row w1j6hl,phishing,UCI_SMS
free camera phones with linerental from 4 49 month with 750 cross ntwk mins 1 2 price txt bundle deals also avble call 08001950382 or call2optout j mf,phishing,UCI_SMS
wan2 win a meet greet with westlife 4 u or a m8 they are currently on what tour 1 unbreakable 2 untamed 3 unkempt text 1 2 or 3 to 83049 cost 50p std text,phishing,UCI_SMS
todays voda numbers ending 1225 are selected to receive a 50award if you have a match please call 08712300220 quoting claim code 3100 standard rates app,phishing,UCI_SMS
private your 2003 account statement for 07808 xxxxxx shows 800 un redeemed s i m points call 08719899217 identifier code 41685 expires 07 11 04,phishing,UCI_SMS
congratulations ur awarded either 500 of cd gift vouchers free entry 2 our 100 weekly draw txt music to 87066 tncs www ldew com1win150ppmx3age16,phishing,UCI_SMS
2 2 146tf150p,phishing,UCI_SMS
left dessert u wan me 2 go suntec look 4 u,legitimate,UCI_SMS
are you this much buzy,legitimate,UCI_SMS
eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent 150p16,phishing,UCI_SMS
new mobiles from 2004 must go txt nokia to no 89545 collect yours today from only 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction,phishing,UCI_SMS
wait 4 me in sch i finish ard 5,legitimate,UCI_SMS
urgent you have won a 1 week free membership in our 100 000 prize jackpot txt the word claim to no 81010 t c www dbuk net lccltd pobox 4403ldnw1a7rw18,phishing,UCI_SMS
ok no wahala just remember that a friend in need,legitimate,UCI_SMS
bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call 08718730666 10p min 2 stop texts call 08712460324,phishing,UCI_SMS
please print the attachment at end of e mail in color for me thanks sally forwarded by sally beck hou ect on 02 05 2001 03 09 pm from sheri thomas 02 04 2001 12 30 pm to sally beck hou ect ect cc dale neuner hou ect ect subject sabre auction summary thought you might want to see what we are preparing for the dealbench team this was our first third party auction although we had some major technical issues the site went down for over an hour between auctions sabre saved over 500 000 which hopefully made up for the down time my team did an excellent job calling the auction participants and reacting very quickly as the site was brought back up let me know if you have any questions sheri forwarded by sheri thomas hou ect on 02 04 2001 12 27 pm dale neuner 02 02 2001 01 56 pm to sheri thomas hou ect ect cc subject sabre auction summary forwarded by dale neuner hou ect on 02 02 2001 01 53 pm andrea crump enron 02 02 2001 10 55 am to ross mesquita na enron enron cc suresh raghavan corp enron enron dale neuner subject sabre auction summary hello the sabre inc auction summary report is attached the report is also located in the auction deal online please let me know if you have any comments or feedback thank you andrea x54420,legitimate,enron
